Temperature (K)	Pressure (MPa)	Density (l, mol/m3)	Volume (l, m3/mol)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, mol/m3)	Volume (v, m3/mol)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
133.07	2.3383	25891.	3.8623e-05	-2.4611	-2.3708	75.426	17.959	67.433	454.86	0.41781	7.6295e-05	0.067171	0.0024388	3055.4	0.00032729	0.97468	1.7400	106.32	17.701	53.564	184.25	13.829	1.2754e-05	0.013128
133.19	2.3502	25859.	3.8671e-05	-2.4545	-2.3636	75.477	17.961	67.645	453.62	0.42374	7.6045e-05	0.067036	0.0024191	3073.7	0.00032534	0.97247	1.7371	106.27	17.725	53.855	184.23	13.797	1.2777e-05	0.013172
133.30	2.3622	25827.	3.8720e-05	-2.4479	-2.3564	75.527	17.963	67.860	452.38	0.42972	7.5795e-05	0.066902	0.0023994	3092.2	0.00032340	0.97025	1.7342	106.21	17.750	54.151	184.20	13.764	1.2799e-05	0.013216
133.41	2.3742	25794.	3.8768e-05	-2.4412	-2.3492	75.578	17.965	68.078	451.14	0.43576	7.5546e-05	0.066768	0.0023798	3110.7	0.00032147	0.96800	1.7312	106.16	17.775	54.450	184.17	13.731	1.2822e-05	0.013261
133.52	2.3863	25762.	3.8817e-05	-2.4346	-2.3419	75.629	17.967	68.298	449.90	0.44185	7.5298e-05	0.066633	0.0023602	3129.4	0.00031955	0.96574	1.7283	106.11	17.800	54.754	184.14	13.699	1.2846e-05	0.013305
133.63	2.3985	25729.	3.8866e-05	-2.4279	-2.3347	75.679	17.970	68.522	448.65	0.44800	7.5049e-05	0.066499	0.0023406	3148.2	0.00031764	0.96345	1.7253	106.06	17.826	55.061	184.12	13.666	1.2869e-05	0.013351
133.74	2.4106	25697.	3.8916e-05	-2.4212	-2.3274	75.730	17.972	68.748	447.40	0.45420	7.4801e-05	0.066365	0.0023211	3167.1	0.00031574	0.96114	1.7223	106.01	17.851	55.373	184.09	13.633	1.2892e-05	0.013396
133.86	2.4228	25664.	3.8965e-05	-2.4145	-2.3201	75.781	17.975	68.977	446.15	0.46046	7.4553e-05	0.066231	0.0023016	3186.2	0.00031386	0.95881	1.7192	105.96	17.877	55.689	184.06	13.601	1.2916e-05	0.013442
133.97	2.4351	25631.	3.9016e-05	-2.4078	-2.3128	75.832	17.978	69.210	444.89	0.46678	7.4306e-05	0.066096	0.0022821	3205.3	0.00031198	0.95646	1.7162	105.91	17.903	56.010	184.03	13.568	1.2939e-05	0.013488
134.08	2.4474	25598.	3.9066e-05	-2.4011	-2.3055	75.883	17.981	69.445	443.63	0.47315	7.4058e-05	0.065962	0.0022627	3224.6	0.00031011	0.95409	1.7131	105.85	17.929	56.335	184.00	13.535	1.2963e-05	0.013535
134.19	2.4597	25565.	3.9117e-05	-2.3943	-2.2981	75.935	17.984	69.684	442.37	0.47959	7.3811e-05	0.065828	0.0022433	3244.1	0.00030825	0.95169	1.7099	105.80	17.955	56.664	183.97	13.502	1.2987e-05	0.013582
134.30	2.4721	25531.	3.9168e-05	-2.3876	-2.2908	75.986	17.987	69.925	441.10	0.48608	7.3564e-05	0.065694	0.0022240	3263.6	0.00030641	0.94927	1.7068	105.75	17.982	56.999	183.94	13.469	1.3011e-05	0.013629
134.41	2.4846	25498.	3.9219e-05	-2.3808	-2.2834	76.037	17.991	70.170	439.83	0.49264	7.3318e-05	0.065560	0.0022047	3283.3	0.00030457	0.94684	1.7036	105.70	18.008	57.338	183.91	13.437	1.3035e-05	0.013677
134.52	2.4971	25464.	3.9271e-05	-2.3740	-2.2760	76.088	17.994	70.419	438.56	0.49926	7.3072e-05	0.065426	0.0021854	3303.1	0.00030274	0.94437	1.7003	105.65	18.035	57.682	183.88	13.404	1.3060e-05	0.013725
134.64	2.5096	25431.	3.9323e-05	-2.3672	-2.2686	76.140	17.998	70.671	437.29	0.50594	7.2826e-05	0.065292	0.0021661	3323.1	0.00030092	0.94189	1.6971	105.59	18.062	58.031	183.84	13.371	1.3084e-05	0.013774
134.75	2.5222	25397.	3.9375e-05	-2.3604	-2.2611	76.192	18.002	70.926	436.01	0.51268	7.2580e-05	0.065158	0.0021469	3343.2	0.00029912	0.93938	1.6938	105.54	18.090	58.385	183.81	13.337	1.3109e-05	0.013823
134.86	2.5348	25363.	3.9428e-05	-2.3536	-2.2537	76.243	18.005	71.185	434.73	0.51949	7.2335e-05	0.065024	0.0021278	3363.4	0.00029732	0.93685	1.6905	105.49	18.117	58.745	183.78	13.304	1.3133e-05	0.013872
134.97	2.5474	25329.	3.9481e-05	-2.3468	-2.2462	76.295	18.009	71.447	433.45	0.52637	7.2090e-05	0.064890	0.0021086	3383.8	0.00029553	0.93429	1.6871	105.44	18.145	59.110	183.74	13.271	1.3158e-05	0.013922
135.08	2.5602	25295.	3.9534e-05	-2.3399	-2.2387	76.347	18.014	71.713	432.16	0.53331	7.1845e-05	0.064757	0.0020895	3404.3	0.00029375	0.93171	1.6838	105.38	18.173	59.480	183.71	13.238	1.3183e-05	0.013972
135.19	2.5729	25260.	3.9588e-05	-2.3330	-2.2312	76.399	18.018	71.983	430.87	0.54032	7.1600e-05	0.064623	0.0020705	3424.9	0.00029198	0.92911	1.6803	105.33	18.201	59.856	183.68	13.205	1.3208e-05	0.014022
135.30	2.5857	25226.	3.9642e-05	-2.3261	-2.2236	76.451	18.022	72.257	429.57	0.54740	7.1356e-05	0.064489	0.0020515	3445.7	0.00029022	0.92648	1.6769	105.28	18.229	60.237	183.64	13.171	1.3234e-05	0.014073
135.42	2.5986	25191.	3.9697e-05	-2.3192	-2.2161	76.503	18.027	72.535	428.28	0.55454	7.1111e-05	0.064355	0.0020325	3466.6	0.00028847	0.92383	1.6734	105.23	18.258	60.625	183.60	13.138	1.3259e-05	0.014125
135.53	2.6115	25156.	3.9751e-05	-2.3123	-2.2085	76.555	18.032	72.817	426.98	0.56176	7.0868e-05	0.064222	0.0020135	3487.7	0.00028672	0.92115	1.6699	105.17	18.287	61.019	183.57	13.104	1.3285e-05	0.014176
135.64	2.6244	25121.	3.9807e-05	-2.3054	-2.2009	76.607	18.037	73.102	425.67	0.56905	7.0624e-05	0.064088	0.0019946	3508.9	0.00028499	0.91845	1.6664	105.12	18.316	61.418	183.53	13.071	1.3310e-05	0.014229
135.75	2.6374	25086.	3.9862e-05	-2.2984	-2.1933	76.659	18.042	73.393	424.37	0.57641	7.0380e-05	0.063954	0.0019758	3530.3	0.00028326	0.91572	1.6628	105.07	18.346	61.824	183.49	13.037	1.3336e-05	0.014281
135.86	2.6504	25051.	3.9918e-05	-2.2914	-2.1856	76.712	18.047	73.687	423.05	0.58385	7.0137e-05	0.063821	0.0019570	3551.8	0.00028155	0.91297	1.6592	105.01	18.376	62.237	183.46	13.003	1.3362e-05	0.014334
135.97	2.6635	25016.	3.9975e-05	-2.2844	-2.1780	76.764	18.052	73.986	421.74	0.59136	6.9894e-05	0.063687	0.0019382	3573.5	0.00027984	0.91019	1.6555	104.96	18.406	62.655	183.42	12.970	1.3388e-05	0.014388
136.08	2.6766	24980.	4.0031e-05	-2.2774	-2.1703	76.817	18.058	74.289	420.42	0.59894	6.9651e-05	0.063553	0.0019194	3595.3	0.00027814	0.90739	1.6519	104.90	18.436	63.081	183.38	12.936	1.3415e-05	0.014442
136.20	2.6898	24945.	4.0088e-05	-2.2704	-2.1626	76.870	18.063	74.597	419.10	0.60661	6.9408e-05	0.063420	0.0019007	3617.3	0.00027645	0.90455	1.6481	104.85	18.467	63.514	183.34	12.902	1.3441e-05	0.014496
136.31	2.7030	24909.	4.0146e-05	-2.2634	-2.1549	76.923	18.069	74.909	417.78	0.61435	6.9165e-05	0.063286	0.0018820	3639.4	0.00027477	0.90169	1.6444	104.80	18.498	63.954	183.30	12.868	1.3468e-05	0.014551
136.42	2.7163	24873.	4.0204e-05	-2.2563	-2.1471	76.975	18.075	75.227	416.45	0.62217	6.8923e-05	0.063153	0.0018634	3661.7	0.00027310	0.89881	1.6406	104.74	18.529	64.400	183.26	12.834	1.3495e-05	0.014607
136.53	2.7296	24837.	4.0262e-05	-2.2492	-2.1393	77.029	18.081	75.549	415.12	0.63007	6.8681e-05	0.063019	0.0018448	3684.2	0.00027143	0.89589	1.6368	104.69	18.560	64.855	183.22	12.800	1.3522e-05	0.014663
136.64	2.7429	24801.	4.0321e-05	-2.2421	-2.1315	77.082	18.087	75.877	413.78	0.63805	6.8439e-05	0.062886	0.0018263	3706.8	0.00026977	0.89295	1.6329	104.63	18.592	65.317	183.17	12.766	1.3549e-05	0.014719
136.75	2.7564	24764.	4.0380e-05	-2.2350	-2.1237	77.135	18.094	76.209	412.45	0.64612	6.8197e-05	0.062752	0.0018078	3729.6	0.00026812	0.88998	1.6290	104.58	18.624	65.787	183.13	12.731	1.3577e-05	0.014776
136.86	2.7698	24728.	4.0440e-05	-2.2279	-2.1159	77.188	18.100	76.547	411.10	0.65428	6.7955e-05	0.062619	0.0017893	3752.6	0.00026648	0.88698	1.6251	104.52	18.657	66.264	183.09	12.697	1.3604e-05	0.014834
136.98	2.7833	24691.	4.0500e-05	-2.2207	-2.1080	77.242	18.107	76.890	409.76	0.66251	6.7714e-05	0.062486	0.0017709	3775.7	0.00026485	0.88396	1.6211	104.47	18.690	66.750	183.04	12.662	1.3632e-05	0.014892
137.09	2.7969	24654.	4.0561e-05	-2.2135	-2.1001	77.295	18.114	77.239	408.41	0.67084	6.7472e-05	0.062352	0.0017525	3799.0	0.00026323	0.88090	1.6171	104.41	18.723	67.245	183.00	12.628	1.3660e-05	0.014950
137.20	2.8105	24617.	4.0622e-05	-2.2063	-2.0922	77.349	18.121	77.593	407.05	0.67926	6.7231e-05	0.062219	0.0017342	3822.5	0.00026161	0.87781	1.6131	104.36	18.756	67.747	182.95	12.593	1.3688e-05	0.015009
137.31	2.8241	24580.	4.0683e-05	-2.1991	-2.0842	77.403	18.129	77.953	405.70	0.68776	6.6990e-05	0.062086	0.0017159	3846.1	0.00026000	0.87470	1.6090	104.30	18.790	68.259	182.90	12.558	1.3716e-05	0.015069
137.42	2.8378	24543.	4.0745e-05	-2.1919	-2.0763	77.457	18.136	78.319	404.34	0.69636	6.6749e-05	0.061953	0.0016976	3870.0	0.00025840	0.87155	1.6048	104.24	18.824	68.780	182.86	12.524	1.3745e-05	0.015129
137.53	2.8515	24505.	4.0808e-05	-2.1846	-2.0683	77.511	18.144	78.692	402.97	0.70505	6.6508e-05	0.061819	0.0016794	3894.0	0.00025681	0.86837	1.6007	104.19	18.859	69.310	182.81	12.489	1.3774e-05	0.015190
137.65	2.8653	24467.	4.0871e-05	-2.1774	-2.0603	77.565	18.152	79.070	401.60	0.71384	6.6267e-05	0.061686	0.0016613	3918.2	0.00025522	0.86517	1.5965	104.13	18.894	69.850	182.76	12.454	1.3802e-05	0.015252
137.76	2.8792	24429.	4.0934e-05	-2.1701	-2.0522	77.619	18.160	79.455	400.23	0.72272	6.6026e-05	0.061553	0.0016431	3942.6	0.00025364	0.86193	1.5922	104.07	18.929	70.399	182.71	12.418	1.3832e-05	0.015314
137.87	2.8931	24391.	4.0998e-05	-2.1627	-2.0441	77.674	18.168	79.847	398.85	0.73170	6.5786e-05	0.061420	0.0016251	3967.1	0.00025207	0.85865	1.5879	104.02	18.965	70.959	182.66	12.383	1.3861e-05	0.015376
137.98	2.9070	24353.	4.1063e-05	-2.1554	-2.0360	77.729	18.176	80.245	397.47	0.74078	6.5545e-05	0.061287	0.0016070	3991.9	0.00025051	0.85535	1.5836	103.96	19.001	71.529	182.61	12.348	1.3890e-05	0.015439
138.09	2.9210	24314.	4.1128e-05	-2.1480	-2.0279	77.783	18.185	80.650	396.08	0.74997	6.5305e-05	0.061154	0.0015890	4016.9	0.00024895	0.85201	1.5792	103.90	19.038	72.109	182.55	12.312	1.3920e-05	0.015503
138.20	2.9350	24276.	4.1193e-05	-2.1406	-2.0197	77.838	18.194	81.062	394.69	0.75926	6.5065e-05	0.061021	0.0015711	4042.0	0.00024740	0.84864	1.5748	103.85	19.075	72.701	182.50	12.277	1.3950e-05	0.015568
138.31	2.9491	24237.	4.1259e-05	-2.1332	-2.0116	77.893	18.203	81.482	393.30	0.76865	6.4824e-05	0.060888	0.0015532	4067.4	0.00024586	0.84524	1.5703	103.79	19.112	73.304	182.45	12.241	1.3980e-05	0.015633
138.43	2.9632	24198.	4.1326e-05	-2.1258	-2.0033	77.948	18.212	81.909	391.90	0.77815	6.4584e-05	0.060755	0.0015353	4092.9	0.00024432	0.84180	1.5658	103.73	19.150	73.918	182.39	12.205	1.4011e-05	0.015698
138.54	2.9774	24159.	4.1393e-05	-2.1183	-1.9951	78.004	18.222	82.344	390.50	0.78776	6.4344e-05	0.060622	0.0015175	4118.7	0.00024280	0.83833	1.5612	103.67	19.188	74.544	182.33	12.169	1.4041e-05	0.015765
138.65	2.9916	24119.	4.1461e-05	-2.1109	-1.9868	78.059	18.231	82.786	389.09	0.79748	6.4104e-05	0.060489	0.0014997	4144.7	0.00024127	0.83482	1.5566	103.62	19.227	75.182	182.28	12.133	1.4072e-05	0.015832
138.76	3.0059	24079.	4.1529e-05	-2.1034	-1.9785	78.115	18.241	83.237	387.68	0.80731	6.3864e-05	0.060357	0.0014820	4170.8	0.00023976	0.83128	1.5520	103.56	19.266	75.833	182.22	12.097	1.4103e-05	0.015900
138.87	3.0203	24040.	4.1598e-05	-2.0958	-1.9702	78.170	18.252	83.696	386.26	0.81726	6.3624e-05	0.060224	0.0014643	4197.2	0.00023825	0.82770	1.5473	103.50	19.306	76.496	182.16	12.061	1.4135e-05	0.015968
138.98	3.0346	24000.	4.1667e-05	-2.0883	-1.9618	78.226	18.262	84.164	384.84	0.82733	6.3384e-05	0.060091	0.0014467	4223.8	0.00023675	0.82409	1.5425	103.44	19.346	77.173	182.10	12.025	1.4166e-05	0.016038
139.09	3.0491	23959.	4.1738e-05	-2.0807	-1.9534	78.282	18.273	84.640	383.41	0.83751	6.3144e-05	0.059959	0.0014291	4250.7	0.00023526	0.82044	1.5378	103.38	19.386	77.864	182.04	11.988	1.4198e-05	0.016108
139.21	3.0636	23919.	4.1808e-05	-2.0731	-1.9450	78.338	18.284	85.126	381.98	0.84782	6.2904e-05	0.059826	0.0014116	4277.7	0.00023377	0.81675	1.5329	103.32	19.428	78.568	181.98	11.951	1.4230e-05	0.016178
139.32	3.0781	23878.	4.1880e-05	-2.0655	-1.9366	78.395	18.295	85.621	380.54	0.85825	6.2664e-05	0.059693	0.0013941	4305.0	0.00023229	0.81302	1.5280	103.26	19.469	79.287	181.91	11.915	1.4262e-05	0.016250
139.43	3.0927	23837.	4.1952e-05	-2.0578	-1.9281	78.451	18.306	86.125	379.10	0.86881	6.2424e-05	0.059561	0.0013766	4332.5	0.00023081	0.80925	1.5231	103.20	19.511	80.022	181.85	11.878	1.4295e-05	0.016322
139.54	3.1073	23796.	4.2024e-05	-2.0501	-1.9195	78.508	18.318	86.639	377.65	0.87950	6.2183e-05	0.059428	0.0013592	4360.3	0.00022934	0.80545	1.5181	103.14	19.554	80.771	181.78	11.841	1.4328e-05	0.016395
139.65	3.1220	23754.	4.2097e-05	-2.0424	-1.9110	78.565	18.330	87.164	376.20	0.89032	6.1943e-05	0.059296	0.0013419	4388.2	0.00022788	0.80160	1.5131	103.08	19.597	81.536	181.72	11.803	1.4361e-05	0.016469
139.76	3.1367	23713.	4.2171e-05	-2.0347	-1.9024	78.622	18.342	87.699	374.74	0.90127	6.1703e-05	0.059164	0.0013246	4416.5	0.00022643	0.79772	1.5080	103.02	19.641	82.318	181.65	11.766	1.4394e-05	0.016544
139.87	3.1515	23671.	4.2246e-05	-2.0269	-1.8938	78.679	18.355	88.245	373.28	0.91236	6.1463e-05	0.059031	0.0013073	4444.9	0.00022498	0.79379	1.5028	102.96	19.685	83.116	181.58	11.728	1.4428e-05	0.016620
139.99	3.1664	23629.	4.2321e-05	-2.0191	-1.8851	78.737	18.368	88.802	371.81	0.92359	6.1223e-05	0.058899	0.0012901	4473.7	0.00022353	0.78983	1.4976	102.90	19.730	83.932	181.51	11.691	1.4462e-05	0.016696
140.10	3.1813	23586.	4.2397e-05	-2.0113	-1.8764	78.794	18.381	89.370	370.34	0.93496	6.0982e-05	0.058767	0.0012730	4502.6	0.00022209	0.78582	1.4923	102.84	19.776	84.766	181.44	11.653	1.4496e-05	0.016774
140.21	3.1962	23544.	4.2474e-05	-2.0034	-1.8677	78.852	18.395	89.950	368.86	0.94648	6.0742e-05	0.058635	0.0012559	4531.9	0.00022066	0.78176	1.4870	102.78	19.822	85.619	181.37	11.615	1.4531e-05	0.016852
140.32	3.2112	23501.	4.2552e-05	-1.9955	-1.8589	78.910	18.409	90.543	367.37	0.95814	6.0502e-05	0.058503	0.0012388	4561.4	0.00021923	0.77767	1.4817	102.72	19.869	86.490	181.29	11.577	1.4566e-05	0.016931
140.43	3.2262	23458.	4.2630e-05	-1.9876	-1.8501	78.968	18.423	91.148	365.88	0.96996	6.0261e-05	0.058371	0.0012219	4591.1	0.00021781	0.77352	1.4762	102.65	19.916	87.381	181.22	11.539	1.4601e-05	0.017011
140.54	3.2413	23414.	4.2709e-05	-1.9797	-1.8412	79.027	18.437	91.766	364.38	0.98193	6.0020e-05	0.058239	0.0012049	4621.1	0.00021640	0.76934	1.4708	102.59	19.964	88.293	181.14	11.500	1.4636e-05	0.017093
140.65	3.2565	23370.	4.2789e-05	-1.9717	-1.8324	79.085	18.452	92.397	362.87	0.99406	5.9779e-05	0.058107	0.0011880	4651.4	0.00021499	0.76511	1.4652	102.53	20.013	89.226	181.06	11.462	1.4672e-05	0.017175
140.77	3.2717	23327.	4.2870e-05	-1.9637	-1.8234	79.144	18.468	93.043	361.36	1.0063	5.9538e-05	0.057975	0.0011712	4682.0	0.00021358	0.76083	1.4596	102.47	20.062	90.181	180.98	11.423	1.4708e-05	0.017258
140.88	3.2869	23282.	4.2951e-05	-1.9556	-1.8145	79.203	18.483	93.702	359.84	1.0188	5.9297e-05	0.057844	0.0011544	4712.9	0.00021218	0.75650	1.4539	102.40	20.112	91.158	180.90	11.384	1.4745e-05	0.017342
140.99	3.3022	23238.	4.3033e-05	-1.9476	-1.8055	79.262	18.500	94.377	358.32	1.0314	5.9056e-05	0.057712	0.0011376	4744.1	0.00021079	0.75213	1.4482	102.34	20.162	92.159	180.82	11.345	1.4782e-05	0.017427
141.10	3.3176	23193.	4.3117e-05	-1.9395	-1.7964	79.322	18.516	95.067	356.78	1.0442	5.8815e-05	0.057581	0.0011210	4775.5	0.00020940	0.74771	1.4424	102.28	20.214	93.184	180.74	11.306	1.4819e-05	0.017514
141.21	3.3330	23148.	4.3201e-05	-1.9313	-1.7873	79.381	18.533	95.773	355.24	1.0572	5.8573e-05	0.057449	0.0011043	4807.3	0.00020802	0.74323	1.4366	102.21	20.266	94.234	180.65	11.266	1.4856e-05	0.017601
141.32	3.3485	23102.	4.3286e-05	-1.9231	-1.7782	79.441	18.551	96.495	353.70	1.0703	5.8331e-05	0.057318	0.0010877	4839.3	0.00020664	0.73871	1.4306	102.15	20.319	95.311	180.56	11.227	1.4894e-05	0.017690
141.44	3.3640	23057.	4.3371e-05	-1.9149	-1.7690	79.501	18.569	97.234	352.14	1.0837	5.8089e-05	0.057187	0.0010712	4871.7	0.00020527	0.73413	1.4247	102.08	20.372	96.414	180.48	11.187	1.4932e-05	0.017779
